ahea,95,6794
aheh,96,1995
ahfd,2,2401
ahfh,11,410
ahfb,15,9614
ahfc,27,4726
ahfe,35,3534
ahfg,48,3147
ahfj,58,4357
ahff,88,2787
ahfa,92,5291
ahfi,97,9696
ahgj,15,8914
ahgi,21,2420
ahgf,23,2922
ahga,35,6834
ahgb,55,9254
ahgd,67,3266
ahgc,83,2582
ahgh,86,5985
ahge,91,7190
ahgg,96,1195
ahhj,9,6108
ahhh,14,5513
ahhc,20,6619
ahhi,28,8427
ahhg,31,6830
ahhf,33,6432
ahhe,46,2245
ahha,55,8254
ahhb,67,5566
ahhd,91,5090
ahif,10,5609
ahib,20,3719
ahii,21,6020
ahic,24,5723
ahij,54,6653
ahig,58,6957
ahid,71,4170
ahie,73,2472
ahih,73,1972
ahia,93,3092
ahjb,7,9206
ahjh,21,20
ahja,30,6329
ahjf,51,9450
ahjj,59,6958
ahjc,61,2260
ahjd,64,5263
ahje,74,2473
ahjg,86,8185
ahji,88,1787
aiac,25,2524
aiaa,35,8934
aiai,36,6635
aiab,42,41
aiad,55,5554
aiah,66,4665
aiaj,67,6766
aiaf,71,4770
aiae,84,1483
aiag,87,1986
aibf,10,9309
aibb,28,9727
aibj,31,830
aibc,38,6837
aibd,49,2848
aibh,55,854
aibg,59,8458
aiba,74,773
aibi,82,1281
aibe,98,3897
aicj,10,3709
aicg,23,1922
aice,26,9225
aicc,37,36
aica,61,3860
aicf,62,8861
aicb,63,3962
aich,64,3763
aicd,73,2472
aici,83,8882
aidc,3,102
aidi,3,2602
aidh,14,4413
aidg,20,719
aida,22,721
aidf,38,7937
aidj,56,7355
aidb,69,4168
aide,75,6074
aidd,98,9597
aied,17,8016
aieb,28,9727
aief,33,7332
aieh,35,1034
aiei,39,4538
aiej,60,4959
aiee,77,2576
aieg,78,3677
aiea,80,1179
aiec,83,7082
aifj,1,8700
aifd,5,4604
aifi,15,4614
aifa,17,8216
aifc,22,8921
aife,23,7222
aifb,51,4750
aifg,67,3466
aifh,97,5496
aiff,100,4499
aigh,5,2004
aiga,6,9205
aigb,36,5335
aigf,44,8943
aigj,51,2550
aigi,57,3356
aigd,60,5659
aigc,69,2868
aige,85,1284
aigg,97,3596
aihe,4,8903
aihf,7,1206
aiha,60,9359
aihj,69,7368
aihg,78,6477
aihc,79,2278
aihh,81,2580
aihb,88,887
aihi,93,8592
aihd,94,2793
aiib,9,6808
aiie,13,1412
aiig,17,16
aiic,19,2118
aiij,31,4630
aiid,66,9165
aiih,79,4878
aiii,90,1189
aiia,92,3891
aiif,94,5693
aijf,2,7601
aijj,3,7802
aiji,6,9605
aije,7,2406
aija,31,9930
aijb,48,6747
aijh,56,2355
aijc,66,9965
aijg,95,8094
aijd,100,2799
ajaa,6,4905
ajab,17,5316
ajai,25,6524
ajaj,34,3333
ajad,36,3535
ajah,40,939
ajag,42,4741
ajae,63,4462
ajac,90,8689
ajaf,93,7592
ajbf,7,7906
ajbj,13,12
ajbb,17,416
ajbg,24,8823
ajbe,34,5933
ajbi,37,9136
ajbh,50,5949
ajba,60,4659
ajbd,79,6778
ajbc,94,6493
ajcc,12,3111
ajch,13,6312
ajce,19,8218
ajci,26,4225
ajcj,56,455
ajcb,68,9067
ajcf,71,1870
ajca,80,579
ajcd,97,6896
ajcg,98,4497
ajdd,4,2803
ajdh,12,111
ajda,15,4114
ajde,19,9018
ajdj,24,9623
ajdg,48,6747
ajdc,72,5771
ajdi,78,3877
ajdb,83,5482
ajdf,86,6585
ajef,25,2324
ajeb,37,8536
ajec,40,39
ajea,46,3445
ajee,67,1666
ajei,74,8273
ajej,86,9685
ajeh,90,489
ajed,91,6290
ajeg,97,4196
ajfe,1,2100
ajfa,3,502
ajfi,35,9634
ajfg,36,1835
ajfb,53,8852
ajfc,53,8752
ajfj,61,6060
ajfd,66,9965
ajff,71,6970
ajfh,99,6598
ajge,4,2903
ajgf,14,6913
ajgi,25,7024
ajgj,40,9639
ajgc,44,1543
ajgb,49,3748
ajgh,51,9650
ajga,54,7053
ajgg,63,5762
ajgd,77,9176
ajhe,13,3112
ajhj,16,2615
ajhb,22,6821
ajhf,43,9842
ajhh,61,3660
ajhd,66,5665
ajha,74,9273
ajhc,76,8175
ajhi,84,6683
ajhg,90,7989
ajii,19,6518
ajic,20,7819
ajig,20,5419
ajif,21,9920
ajih,39,5338
ajia,46,3345
ajid,50,8449
ajie,52,7151
ajij,54,5053
ajib,86,7185
ajjg,8,6207
ajjb,24,9923
ajjc,54,5153
ajjf,57,8056
ajji,59,4058
ajjh,62,4861
ajjj,84,9583
ajjd,95,9294
ajja,100,1399
ajje,100,9099
baae,2,1701
baaj,6,1905
baaf,22,2221
baag,23,5222
baad,29,9028
baah,43,6042
baaa,53,852
baac,58,2757
baai,82,5881
baab,85,9684
babc,44,5443
babf,47,8946
babh,53,2152
baba,58,8657
babj,68,9267
babd,78,6477
babb,80,5579
babe,81,380
babi,85,4284
babg,98,6397
baca,6,7205
bacd,12,8711
bacg,20,3119
bace,30,1329
bacb,36,2035
bacf,42,4641
baci,56,5855
bacj,79,7178
bach,89,3888
bacc,91,9190
badi,6,4605
badb,8,6707
bada,25,9824
badg,55,1154
badh,62,3661
badc,63,6862
badf,64,8563
badd,82,2581
bade,88,2087
badj,88,3387
baed,15,3714
baeb,16,9615
baec,19,5318
baea,20,1919
baee,45,2444
baei,52,7851
baeg,61,2660
baeh,94,5193
baej,97,3296
baef,100,5699
bafd,3,2
bafb,9,1408
bafe,20,119
bafh,40,3239
bafj,51,6850
bafi,55,3254
bafa,61,4460
baff,66,9365
bafc,85,1684
bafg,96,995
bagj,4,9503
bagc,11,9910
bagi,12,2011
bagh,18,9517
bagb,31,9430
bagd,32,3631
bagg,47,8546
bage,64,8363
baga,70,6769
bagf,98,1997
baha,5,2904
bahi,8,3107
bahf,15,7914
bahd,24,8223
bahj,26,8125
bahb,31,3930
bahe,45,7644
bahh,57,6656
bahc,71,5470
bahg,75,274
baia,5,6304
baih,18,4917
baie,22,3921
baic,34,9533
baii,45,9244
baif,54,9653
baig,55,7354
baij,61,6960
baib,68,7567
baid,89,7988
bajf,6,1105
bajb,14,6013
baji,23,622
bajg,28,27
bajd,30,8029
bajh,43,4542
baja,68,1767
bajc,91,6390
bajj,91,8390
baje,97,5996
bbaf,17,6316
bbac,21,2320
bbah,28,4727
bbaj,43,3242
bbae,54,4453
bbad,69,5868
bbai,73,2972
bbab,79,9878
bbag,83,3782
bbaa,98,397
bbba,5,9204
bbbe,18,3617
bbbh,24,7323
bbbb,29,5628
bbbd,39,8738
bbbi,53,2352
bbbc,62,7161
bbbf,84,1083
bbbj,88,3987
bbbg,92,8391
bbcc,1,0
bbce,2,8501
bbcj,5,5104
bbcd,26,7025
bbch,29,8528
bbcb,72,471
bbcg,83,4482
bbca,84,4283
bbci,91,6890
bbcf,97,5996
bbdg,7,1906
bbde,8,9507
bbda,19,6918
bbdi,20,3219
bbdj,31,1230
bbdc,35,1334
bbdf,41,2140
bbdh,43,9642
bbdb,88,7287
bbdd,91,5590
bbei,3,502
bbeh,6,5905
bbec,11,3210
bbee,15,7514
bbeb,25,2424
bbef,28,6827
bbej,33,9832
bbed,46,45
bbeg,81,7480
bbea,85,2884
bbfc,5,304
bbff,6,8805
bbfe,15,4514
bbfb,38,1137
bbfa,45,6244
bbfd,45,6244
bbfj,83,5482
bbfi,86,3685
bbfg,93,8592
bbfh,97,8996
bbgh,4,803
bbgc,22,9121
bbgi,24,4623
bbgf,30,8629
bbgd,40,8139
bbgj,51,9850
bbga,53,452
bbgb,56,6955
bbgg,80,279
bbge,98,8897
bbhe,5,3904
bbhb,8,7507
bbhc,27,8626
bbhh,38,7737
bbhf,41,6140
bbhg,76,4775
bbhj,78,5277
bbha,86,8385
bbhd,96,1595
bbhi,98,8397
bbij,16,6715
bbih,30,5829
bbig,31,3030
bbie,38,7237
bbib,42,4641
bbic,68,2767
bbia,70,7569
bbid,74,7873
bbii,79,6278
bbif,82,7281
bbja,12,1311
bbjg,15,5414
bbjf,20,8919
bbje,22,1221
bbjc,23,22
bbjb,31,6730
bbjh,53,7852
bbji,75,6074
bbjd,86,6785
bbjj,90,6389
bcaa,4,7703
bcae,8,2407
bcaj,20,7219
bcad,30,6329
bcah,35,3534
bcac,49,248
bcaf,53,4152
bcab,60,4459
bcag,71,2470
bcai,90,1889
bcbb,12,5811
bcbg,13,5212
bcbi,29,4928
bcbd,31,7930
bcbe,37,36
bcbj,43,7842
bcbc,62,1861
bcba,64,5163
bcbh,68,3067
bcbf,99,9098
bccj,4,7503
bccc,25,924
bccg,29,1428
bcca,35,6134
bcch,43,1142
bccf,47,2146
bccd,58,6157
bcce,77,9376
bccb,92,2591
bcci,99,9998
bcdb,2,7701
bcdh,6,9205
bcdi,8,607
bcdc,15,8314
bcdf,22,721
bcdj,26,6525
bcda,32,7531
bcdd,80,7779
bcde,84,383
bcdg,85,8284
bcee,2,3701
bceh,14,8913
bcej,17,5016
bcea,25,6424
bcec,37,2336
bceg,37,3736
bced,38,4637
bceb,72,5771
bcef,74,2373
bcei,93,1792
bcfa,8,3107
bcfb,27,7926
bcfj,29,2528
bcfi,31,830
bcfd,33,4032
bcfe,36,435
bcff,37,3336
bcfc,60,3959
bcfh,65,1864
bcfg,79,6178
bcgg,8,1107
bcgj,15,1714
bcgf,18,3317
bcgi,23,2522
bcgh,30,7129
bcgd,34,4033
bcgb,63,8362
bcga,68,9367
bcgc,83,6582
bcge,94,2493
bchh,25,24
bche,37,9936
bchd,44,2343
bchi,53,6452
bcha,56,3655
bchj,61,2860
bchg,69,1068
bchc,86,7485
bchf,88,1187
bchb,99,5298
bcih,23,6122
bcic,40,7139
bcig,40,5039
bcie,45,9944
bcid,52,5351
bcib,61,9560
bcij,71,5870
bcif,75,7574
bcii,91,5790
bcia,93,1392
bcja,3,5002
bcjb,10,1509
bcjf,30,9429
bcje,44,5543
bcjh,51,6650
bcjg,54,1253
bcji,60,6559
bcjj,76,3775
bcjc,85,584
bcjd,85,1584
bdae,10,8909
bdaf,15,1714
bdac,27,5426
bdag,38,7037
bdaj,42,9841
bdad,51,5850
bdaa,65,8364
bdab,67,6566
bdah,79,9978
bdai,91,8090
bdbc,2,9401
bdbg,5,3904
bdbi,20,1819
bdbh,26,6225
bdbd,30,6329
bdbf,46,9345
bdbj,47,6046
bdbb,83,9482
bdbe,86,1185
bdba,91,9190
bdcg,13,4812
bdcd,32,9031
bdca,48,8447
bdci,50,9749
bdcc,57,7556
bdce,59,4758
bdch,65,2364
bdcj,72,1371
bdcb,75,3174
bdcf,100,3099
bddh,5,3704
bdde,16,315
bddd,18,7917
bddj,22,7721
bddg,32,9631
bdda,40,6139
bddf,52,9551
bddb,66,4465
bddi,82,5881
bddc,90,4289
bdee,2,1401
bdej,17,6816
bdef,42,4741
bdeg,46,8645
bdea,47,3546
bdec,56,3555
bdeh,58,1657
bdei,67,966
bdeb,72,5071
bded,100,9299
bdff,2,1101
bdfa,4,7703
bdfh,9,9608
bdfg,11,4710
bdfd,12,1611
bdfj,12,811
bdfb,14,9413
bdfi,66,3465
bdfc,91,9990
bdfe,97,4796
bdgi,2,2001
bdgd,22,1621
bdgc,30,1629
bdgf,45,1944
bdgj,54,7053
bdgb,57,5956
bdgh,58,9857
bdgg,73,1172
bdge,75,3874
bdga,81,980
bdhg,28,2227
bdhd,35,1134
bdhh,44,9843
bdhb,48,5547
bdhc,78,8477
bdhf,79,9878
bdha,80,7579
bdhi,88,7887
bdhj,94,3193
bdhe,99,1198
bdid,3,3002
bdig,4,4103
bdih,17,4616
bdib,43,1942
bdie,55,3554
bdif,55,3754
bdic,59,8958
bdia,61,6660
bdii,64,3363
bdij,69,7568
bdjg,6,1705
bdji,9,3608
bdjd,10,3409
bdje,17,2316
bdjc,26,3525
bdjf,52,3751
bdjj,59,58
bdja,81,1780
bdjh,90,3489
bdjb,96,695
beag,2,1601
beah,2,901
beaf,5,6804
beac,6,5605
beaj,41,5840
bead,72,5371
beae,75,8674
beab,88,1187
beaa,95,6894
beai,100,2999
bebd,6,9405
bebb,12,6011
bebe,15,9014
bebj,24,6523
beba,48,447
bebi,58,8657
bebg,61,3160
bebh,70,9469
bebc,84,7783
bebf,90,7689
bech,9,4608
becd,16,6915
beci,28,5727
beca,39,7038
bece,51,6550
becg,67,666
becc,71,3570
becj,75,4274
becf,87,5886
becb,90,6789
bedc,15,1814
bedg,29,3428
bedf,41,6840
bede,46,4345
beda,67,4666
bedd,73,272
bedb,75,8974
bedj,80,2779
bedi,94,4093
bedh,100,2299
beeg,16,6315
beej,26,1325
beei,27,3626
beea,40,8139
beeb,41,4540
beec,44,5143
beef,58,4157
beeh,59,3458
beed,75,2274
beee,99,298
befd,4,9903
befc,15,8114
befb,17,7016
befj,22,4221
befe,32,3931
befa,34,6333
befg,42,2141
beff,66,4665
befi,74,9273
befh,98,4597
bege,16,6915
begh,44,343
begi,44,2543
begj,72,7971
bega,73,8872
begg,79,3878
begd,87,686
begb,92,291
begf,93,3892
begc,96,3195
behe,10,9309
behf,11,2810
behc,13,2512
behd,19,4618
behi,21,2620
behh,26,5625
behg,28,5127
behj,54,8753
beha,76,9475
behb,84,683
beih,2,3701
beib,6,5305
beie,9,5208
beid,17,1416
beic,23,2122
beig,34,2433
beia,51,6950
beii,52,651
beif,54,6053
beij,59,8058
beje,14,2913
bejg,15,7714
beja,23,7922
bejc,51,8350
bejj,58,257
beji,62,1961
bejf,66,5265
bejd,70,7469
bejb,76,5875
bejh,92,6791
bfaf,3,6602
bfae,7,2406
bfaj,9,5408
bfad,27,3626
bfah,34,7533
bfab,37,1436
bfaa,63,4762
bfai,80,8579
bfag,89,2788
bfac,93,7292
bfbc,14,713
bfbg,15,814
bfbj,18,7817
bfbi,28,2327
bfbh,32,5731
bfba,39,2638
bfbd,61,4760
bfbf,74,2273
bfbb,82,1881
bfbe,98,3297
bfci,1,6100
bfcf,10,9309
bfca,42,141
bfcc,45,44
bfcb,50,249
bfcg,58,3757
bfcj,71,2070
bfce,72,4071
bfch,86,1785
bfcd,92,8491
bfdc,7,3506
bfdb,15,7214
bfda,43,2042
bfdf,65,2264
bfdj,69,868
bfdh,82,9981
bfdd,88,5687
bfdg,90,2289
bfde,94,7193
bfdi,98,9797
bfeh,15,714
bfeg,30,4729
bfeb,36,2435
bfee,49,3548
bfec,50,2749
bfed,56,2455
bfej,57,7056
bfei,82,4481
bfea,91,5390
bfef,99,2398
bffb,24,4623
bffd,28,4927
bffa,32,8531
bffg,37,4236
bffc,58,3657
bffi,66,5865
bffe,67,9466
bffh,76,9575
bfff,81,4080
bffj,89,6688
bfgd,4,1503
bfgi,30,7429
bfga,46,1645
bfge,48,9947
bfgf,48,7447
bfgc,55,254
bfgb,61,4260
bfgj,65,3564
bfgg,68,3767
bfgh,89,8588
bfhf,1,5900
bfhg,8,7307
bfha,9,5808
bfhd,10,4909
