aceb,81,4780
acec,62,9361
aced,5,3704
acee,93,6192
acef,69,2768
aceg,14,3413
aceh,45,4344
acei,14,9213
acej,47,2746
acfa,3,1202
acfb,76,6975
acfc,73,9772
acfd,81,5280
acfe,56,8755
acff,36,3835
acfg,17,916
acfh,30,3429
acfi,3,2402
acfj,97,8296
acga,74,4473
acgb,94,2393
acgc,83,3082
acgd,35,6634
acge,56,9955
acgf,9,8408
acgg,100,9099
acgh,30,4329
acgi,35,2834
acgj,69,1968
acha,41,8040
achb,84,8883
achc,49,6748
achd,54,3753
ache,41,8940
achf,93,9292
achg,74,2873
achh,54,2353
achi,37,3636
achj,40,8439
acia,52,1451
acib,91,1190
acic,15,5414
acid,76,7575
acie,24,2823
acif,22,521
acig,11,1410
acih,40,3739
acii,51,3950
acij,65,164
acja,88,8387
acjb,25,8424
acjc,11,8910
acjd,23,7822
acje,59,5058
acjf,66,8865
acjg,31,6230
acjh,10,509
acji,48,9547
acjj,17,5416
adaa,78,2477
adab,40,3939
adac,100,4299
adad,78,5577
adae,93,7692
adaf,40,3239
adag,71,4870
adah,67,566
adai,45,1944
adaj,59,4858
adba,6,9005
adbb,97,3396
adbc,2,2401
adbd,72,771
adbe,72,971
adbf,25,5224
adbg,94,1293
adbh,35,8734
adbi,16,5315
adbj,44,5243
adca,99,8898
adcb,3,3702
adcc,68,3667
adcd,61,4160
adce,25,1524
adcf,78,5077
adcg,27,3026
adch,7,4106
adci,39,1938
adcj,74,2573
adda,23,9522
addb,16,4415
addc,13,6512
addd,75,174
adde,94,9993
addf,57,556
addg,66,9765
addh,16,1215
addi,23,1122
addj,11,1710
adea,74,6073
adeb,80,6479
adec,59,1458
aded,75,8474
adee,4,3603
adef,82,8781
adeg,99,3698
adeh,97,4896
adei,16,7515
adej,66,5365
adfa,40,139
adfb,67,2766
adfc,69,9068
adfd,60,159
adfe,27,6926
adff,45,6944
adfg,89,1588
adfh,53,9952
adfi,4,7403
adfj,28,3527
adga,78,8877
adgb,26,6925
adgc,95,4294
adgd,90,5389
adge,100,7099
adgf,40,639
adgg,47,5946
adgh,66,6865
adgi,55,1854
adgj,21,3420
adha,28,4927
adhb,29,7928
adhc,53,6252
adhd,86,6385
adhe,55,2754
adhf,56,9855
adhg,67,5166
adhh,54,6453
adhi,52,4751
adhj,83,2682
adia,71,8170
adib,43,1242
adic,1,1800
adid,39,7238
adie,54,7753
adif,27,8726
adig,36,535
adih,43,9342
adii,32,5031
adij,39,7938
adja,70,2869
adjb,9,3908
adjc,64,4863
adjd,64,7163
adje,51,5650
adjf,16,8315
adjg,4,7803
adjh,49,7948
adji,33,1532
adjj,10,6009
aeaa,69,1368
aeab,60,6459
aeac,38,3937
aead,73,3972
aeae,45,2844
aeaf,93,6692
aeag,28,3827
aeah,63,4362
aeai,98,9497
aeaj,31,4930
aeba,97,3396
aebb,68,7667
aebc,74,6173
aebd,97,5196
aebe,59,1258
aebf,27,3926
aebg,76,275
aebh,94,1793
aebi,21,9620
aebj,7,5306
aeca,84,6083
aecb,90,2489
aecc,67,5566
aecd,99,7298
aece,6,6005
aecf,17,1216
aecg,14,5613
aech,61,160
aeci,17,5516
aecj,46,7145
aeda,70,6169
aedb,38,3237
aedc,57,9956
aedd,60,6459
aede,10,7209
aedf,1,2800
aedg,4,9503
aedh,90,7389
aedi,64,7163
aedj,1,9000
aeea,20,2319
aeeb,12,6911
aeec,20,3019
aeed,45,4844
aeee,9,2108
aeef,30,629
aeeg,24,5123
aeeh,84,2383
aeei,75,8774
aeej,44,4743
aefa,90,7689
aefb,58,4857
aefc,34,7233
aefd,8,9607
aefe,9,8508
aeff,91,9590
aefg,77,7176
aefh,22,4121
aefi,51,9750
aefj,93,2692
aega,20,7619
aegb,72,2271
aegc,30,5929
aegd,28,3927
aege,83,5082
aegf,92,9491
aegg,81,3080
aegh,86,4585
aegi,81,6880
aegj,96,6595
aeha,38,9937
aehb,100,9199
aehc,7,3506
aehd,10,9309
aehe,45,4044
aehf,15,5614
aehg,39,9938
aehh,68,9167
aehi,98,7997
aehj,14,8713
aeia,11,3910
aeib,39,2038
aeic,23,9922
aeid,96,7495
aeie,47,1646
aeif,31,8430
aeig,38,3437
aeih,23,8822
aeii,5,8904
aeij,40,9539
aeja,67,7866
aejb,76,2875
aejc,12,1811
aejd,97,3796
aeje,3,6802
aejf,94,6893
aejg,88,3287
aejh,83,9882
aeji,32,7831
aejj,20,6519
afaa,78,6477
afab,69,7768
afac,19,5718
afad,85,9984
afae,78,7077
afaf,15,6114
afag,51,1950
afah,17,7016
afai,34,1633
afaj,49,9948
afba,82,2081
afbb,97,1896
afbc,39,8338
afbd,4,2003
afbe,92,9391
afbf,37,6336
afbg,35,434
afbh,82,9181
afbi,11,1510
afbj,91,5690
afca,21,8720
afcb,78,9377
afcc,66,8565
afcd,32,531
afce,26,9525
afcf,20,1719
afcg,78,3777
afch,65,9164
afci,3,1602
afcj,9,1608
afda,84,5683
afdb,32,4431
afdc,29,5728
afdd,54,7753
afde,68,767
afdf,7,2806
afdg,69,3868
afdh,19,2718
afdi,75,6174
afdj,2,5501
afea,67,2666
afeb,56,8255
afec,50,3749
afed,57,7356
afee,11,6610
afef,94,9493
afeg,94,3693
afeh,97,3396
afei,75,8674
afej,4,5203
affa,87,9086
affb,95,7394
affc,33,932
affd,52,7651
affe,79,4278
afff,58,457
affg,72,9371
affh,56,8055
affi,22,9621
affj,26,7325
afga,16,6015
afgb,5,5304
afgc,57,1756
afgd,44,1743
afge,59,3058
afgf,25,2524
afgg,50,4549
afgh,79,3278
afgi,43,5242
afgj,76,7075
afha,32,5131
afhb,61,4260
afhc,31,5330
afhd,82,8881
afhe,17,1616
afhf,42,1941
afhg,75,8374
afhh,62,1661
afhi,38,5337
afhj,49,7048
afia,66,6865
afib,77,776
afic,95,794
afid,98,7797
afie,28,8427
afif,73,5072
afig,8,4607
afih,51,4150
afii,80,9479
afij,29,4228
afja,28,7827
afjb,95,5494
afjc,86,5885
afjd,85,9584
afje,91,3590
afjf,96,5295
afjg,61,8460
afjh,92,4491
afji,26,4925
afjj,55,54
agaa,68,1567
agab,57,56
agac,67,666
agad,50,3249
agae,90,5289
agaf,35,8634
agag,43,1542
agah,16,15
agai,97,296
agaj,33,3232
agba,16,3415
agbb,14,3513
agbc,9,4008
agbd,11,4210
agbe,63,7662
agbf,88,8787
agbg,35,5634
agbh,70,2269
agbi,91,9290
agbj,15,5114
agca,51,2850
agcb,18,7117
agcc,61,6960
agcd,88,5087
agce,54,3053
agcf,3,6902
agcg,35,6734
agch,66,7865
agci,95,1394
agcj,60,1659
agda,20,7919
agdb,62,2961
agdc,68,8067
agdd,86,8585
agde,63,2562
agdf,10,9709
agdg,21,7220
agdh,6,4105
agdi,25,9724
agdj,17,7516
agea,38,7337
ageb,41,3140
agec,82,7381
aged,98,7697
agee,3,3702
agef,44,5043
ageg,85,6484
ageh,37,9336
agei,66,3665
agej,75,5774
agfa,3,802
agfb,16,6515
agfc,45,9244
agfd,16,4115
agfe,55,7954
agff,98,2297
agfg,18,1017
agfh,89,4688
agfi,64,163
agfj,12,2411
agga,100,2699
aggb,35,4434
aggc,25,1724
aggd,19,7118
agge,21,3020
aggf,88,4287
aggg,28,6827
aggh,93,6592
aggi,45,4744
aggj,5,2904
agha,61,460
aghb,34,8433
aghc,45,6044
aghd,42,7841
aghe,31,6130
aghf,47,9746
aghg,37,9236
aghh,15,2614
aghi,35,5434
aghj,2,2901
agia,42,4741
agib,38,6237
agic,69,5768
agid,86,3985
agie,5,6704
agif,23,3722
agig,35,2634
agih,22,7721
agii,63,4762
agij,98,2797
agja,86,6485
agjb,14,3813
agjc,33,7232
agjd,62,4561
agje,85,7284
agjf,5,6604
agjg,1,5200
agjh,12,4111
agji,97,3196
agjj,45,9944
ahaa,16,7015
ahab,57,3656
ahac,78,8377
ahad,12,9411
ahae,50,7849
ahaf,8,4507
ahag,10,5509
ahah,86,7085
ahai,75,3474
ahaj,45,944
ahba,88,9987
ahbb,16,8215
ahbc,34,3533
ahbd,8,2107
ahbe,53,8552
ahbf,38,237
ahbg,83,2182
ahbh,87,1186
ahbi,11,4310
ahbj,45,6944
ahca,37,336
ahcb,48,7147
ahcc,11,7110
ahcd,21,3920
ahce,10,1709
ahcf,95,4394
ahcg,77,6876
ahch,10,6909
ahci,58,4857
ahcj,73,72
ahda,7,3206
ahdb,26,8225
ahdc,81,80
ahdd,36,7935
ahde,89,3988
ahdf,30,7929
ahdg,44,2443
ahdh,99,9498
ahdi,67,1366
ahdj,70,2269
ahea,95,6794
aheb,54,1353
ahec,37,6836
ahed,80,6679
ahee,14,9813
ahef,89,5388
aheg,17,6916
aheh,96,1995
ahei,27,2926
ahej,79,7578
ahfa,92,5291
ahfb,15,9614
ahfc,27,4726
ahfd,2,2401
ahfe,35,3534
ahff,88,2787
ahfg,48,3147
ahfh,11,410
ahfi,97,9696
ahfj,58,4357
ahga,35,6834
ahgb,55,9254
ahgc,83,2582
ahgd,67,3266
ahge,91,7190
ahgf,23,2922
ahgg,96,1195
ahgh,86,5985
ahgi,21,2420
ahgj,15,8914
ahha,55,8254
ahhb,67,5566
ahhc,20,6619
ahhd,91,5090
ahhe,46,2245
ahhf,33,6432
ahhg,31,6830
ahhh,14,5513
ahhi,28,8427
ahhj,9,6108
ahia,93,3092
ahib,20,3719
ahic,24,5723
ahid,71,4170
ahie,73,2472
ahif,10,5609
ahig,58,6957
ahih,73,1972
ahii,21,6020
ahij,54,6653
ahja,30,6329
ahjb,7,9206
ahjc,61,2260
ahjd,64,5263
ahje,74,2473
ahjf,51,9450
ahjg,86,8185
ahjh,21,20
ahji,88,1787
ahjj,59,6958
aiaa,35,8934
aiab,42,41
aiac,25,2524
aiad,55,5554
aiae,84,1483
aiaf,71,4770
aiag,87,1986
aiah,66,4665
aiai,36,6635
aiaj,67,6766
aiba,74,773
aibb,28,9727
aibc,38,6837
aibd,49,2848
aibe,98,3897
aibf,10,9309
aibg,59,8458
aibh,55,854
aibi,82,1281
aibj,31,830
aica,61,3860
aicb,63,3962
aicc,37,36
aicd,73,2472
aice,26,9225
aicf,62,8861
aicg,23,1922
aich,64,3763
aici,83,8882
aicj,10,3709
aida,22,721
aidb,69,4168
aidc,3,102
aidd,98,9597
aide,75,6074
aidf,38,7937
aidg,20,719
aidh,14,4413
aidi,3,2602
aidj,56,7355
aiea,80,1179
aieb,28,9727
aiec,83,7082
aied,17,8016
aiee,77,2576
aief,33,7332
aieg,78,3677
aieh,35,1034
aiei,39,4538
aiej,60,4959
aifa,17,8216
aifb,51,4750
aifc,22,8921
aifd,5,4604
aife,23,7222
aiff,100,4499
aifg,67,3466
aifh,97,5496
aifi,15,4614
aifj,1,8700
aiga,6,9205
aigb,36,5335
aigc,69,2868
aigd,60,5659
aige,85,1284
aigf,44,8943
aigg,97,3596
aigh,5,2004
aigi,57,3356
aigj,51,2550
aiha,60,9359
aihb,88,887
aihc,79,2278
aihd,94,2793
aihe,4,8903
aihf,7,1206
aihg,78,6477
aihh,81,2580
aihi,93,8592
aihj,69,7368
aiia,92,3891
aiib,9,6808
aiic,19,2118
aiid,66,9165
aiie,13,1412
aiif,94,5693
aiig,17,16
aiih,79,4878
aiii,90,1189
aiij,31,4630
aija,31,9930
aijb,48,6747
aijc,66,9965
aijd,100,2799
aije,7,2406
aijf,2,7601
aijg,95,8094
aijh,56,2355
aiji,6,9605
aijj,3,7802
ajaa,6,4905
ajab,17,5316
ajac,90,8689
ajad,36,3535
ajae,63,4462
ajaf,93,7592
ajag,42,4741
ajah,40,939
ajai,25,6524
ajaj,34,3333
ajba,60,4659
ajbb,17,416
ajbc,94,6493
ajbd,79,6778
ajbe,34,5933
ajbf,7,7906
ajbg,24,8823
ajbh,50,5949
ajbi,37,9136
ajbj,13,12
ajca,80,579
ajcb,68,9067
ajcc,12,3111
ajcd,97,6896
ajce,19,8218
ajcf,71,1870
ajcg,98,4497
ajch,13,6312
ajci,26,4225
ajcj,56,455
ajda,15,4114
ajdb,83,5482
ajdc,72,5771
ajdd,4,2803
ajde,19,9018
ajdf,86,6585
ajdg,48,6747
ajdh,12,111
ajdi,78,3877
ajdj,24,9623
ajea,46,3445
ajeb,37,8536
ajec,40,39
ajed,91,6290
ajee,67,1666
ajef,25,2324
ajeg,97,4196
ajeh,90,489
ajei,74,8273
ajej,86,9685
ajfa,3,502
ajfb,53,8852
ajfc,53,8752
ajfd,66,9965
ajfe,1,2100
ajff,71,6970
ajfg,36,1835
ajfh,99,6598
ajfi,35,9634
ajfj,61,6060
ajga,54,7053
ajgb,49,3748
ajgc,44,1543
ajgd,77,9176
ajge,4,2903
ajgf,14,6913
ajgg,63,5762
ajgh,51,9650
ajgi,25,7024
ajgj,40,9639
ajha,74,9273
ajhb,22,6821
ajhc,76,8175
ajhd,66,5665
ajhe,13,3112
ajhf,43,9842
ajhg,90,7989
ajhh,61,3660
ajhi,84,6683
ajhj,16,2615
ajia,46,3345
ajib,86,7185
ajic,20,7819
ajid,50,8449
ajie,52,7151
ajif,21,9920
ajig,20,5419
ajih,39,5338
ajii,19,6518
ajij,54,5053
ajja,100,1399
ajjb,24,9923
ajjc,54,5153
ajjd,95,9294
ajje,100,9099
ajjf,57,8056
ajjg,8,6207
ajjh,62,4861
ajji,59,4058
ajjj,84,9583
baaa,53,852
baab,85,9684
baac,58,2757
baad,29,9028
baae,2,1701
baaf,22,2221
baag,23,5222
baah,43,6042
baai,82,5881
baaj,6,1905
baba,58,8657
babb,80,5579
babc,44,5443
babd,78,6477
babe,81,380
babf,47,8946
babg,98,6397
babh,53,2152
babi,85,4284
babj,68,9267
baca,6,7205
bacb,36,2035
bacc,91,9190
bacd,12,8711
bace,30,1329
bacf,42,4641
bacg,20,3119
bach,89,3888
baci,56,5855
bacj,79,7178
bada,25,9824
badb,8,6707
badc,63,6862
badd,82,2581
bade,88,2087
badf,64,8563
badg,55,1154
badh,62,3661
badi,6,4605
badj,88,3387
baea,20,1919
baeb,16,9615
baec,19,5318
baed,15,3714
baee,45,2444
baef,100,5699
baeg,61,2660
baeh,94,5193
baei,52,7851
baej,97,3296
bafa,61,4460
bafb,9,1408
bafc,85,1684
bafd,3,2
bafe,20,119
baff,66,9365
bafg,96,995
bafh,40,3239
bafi,55,3254
bafj,51,6850
baga,70,6769
bagb,31,9430
bagc,11,9910
bagd,32,3631
bage,64,8363
bagf,98,1997
bagg,47,8546
bagh,18,9517
bagi,12,2011
bagj,4,9503
baha,5,2904
bahb,31,3930
bahc,71,5470
bahd,24,8223
bahe,45,7644
bahf,15,7914
bahg,75,274
bahh,57,6656
bahi,8,3107
bahj,26,8125
baia,5,6304
baib,68,7567
baic,34,9533
baid,89,7988
baie,22,3921
baif,54,9653
baig,55,7354
baih,18,4917
baii,45,9244
baij,61,6960
baja,68,1767
bajb,14,6013
bajc,91,6390
bajd,30,8029
baje,97,5996
bajf,6,1105
bajg,28,27
bajh,43,4542
baji,23,622
bajj,91,8390
bbaa,98,397
bbab,79,9878
bbac,21,2320
bbad,69,5868
bbae,54,4453
bbaf,17,6316
bbag,83,3782
bbah,28,4727
bbai,73,2972
bbaj,43,3242
bbba,5,9204
bbbb,29,5628
bbbc,62,7161
bbbd,39,8738
bbbe,18,3617
bbbf,84,1083
bbbg,92,8391
bbbh,24,7323
bbbi,53,2352
bbbj,88,3987
bbca,84,4283
bbcb,72,471
bbcc,1,0
bbcd,26,7025
bbce,2,8501
bbcf,97,5996
bbcg,83,4482
bbch,29,8528
bbci,91,6890
bbcj,5,5104
bbda,19,6918
bbdb,88,7287
bbdc,35,1334
bbdd,91,5590
bbde,8,9507
bbdf,41,2140
bbdg,7,1906
bbdh,43,9642
bbdi,20,3219
bbdj,31,1230
bbea,85,2884
bbeb,25,2424
bbec,11,3210
bbed,46,45
bbee,15,7514
bbef,28,6827
bbeg,81,7480
bbeh,6,5905
bbei,3,502
bbej,33,9832
bbfa,45,6244
bbfb,38,1137
bbfc,5,304
bbfd,45,6244
bbfe,15,4514
bbff,6,8805
bbfg,93,8592
bbfh,97,8996
bbfi,86,3685
bbfj,83,5482
bbga,53,452
bbgb,56,6955
bbgc,22,9121
bbgd,40,8139
bbge,98,8897
bbgf,30,8629
bbgg,80,279
bbgh,4,803
bbgi,24,4623
bbgj,51,9850
bbha,86,8385
bbhb,8,7507
bbhc,27,8626
bbhd,96,1595
bbhe,5,3904
bbhf,41,6140
bbhg,76,4775
bbhh,38,7737
bbhi,98,8397
bbhj,78,5277
bbia,70,7569
bbib,42,4641
bbic,68,2767
bbid,74,7873
bbie,38,7237
bbif,82,7281
bbig,31,3030
bbih,30,5829
bbii,79,6278
bbij,16,6715
bbja,12,1311
bbjb,31,6730
bbjc,23,22
bbjd,86,6785
bbje,22,1221
bbjf,20,8919
bbjg,15,5414
bbjh,53,7852
bbji,75,6074
bbjj,90,6389
bcaa,4,7703
bcab,60,4459
bcac,49,248
bcad,30,6329
bcae,8,2407
bcaf,53,4152
bcag,71,2470
bcah,35,3534
bcai,90,1889
bcaj,20,7219
bcba,64,5163
bcbb,12,5811
bcbc,62,1861
bcbd,31,7930
bcbe,37,36
bcbf,99,9098
bcbg,13,5212
bcbh,68,3067
bcbi,29,4928
bcbj,43,7842
bcca,35,6134
bccb,92,2591
bccc,25,924
bccd,58,6157
bcce,77,9376
bccf,47,2146
bccg,29,1428
bcch,43,1142
bcci,99,9998
bccj,4,7503
bcda,32,7531
bcdb,2,7701
bcdc,15,8314
bcdd,80,7779
bcde,84,383
bcdf,22,721
bcdg,85,8284
bcdh,6,9205
bcdi,8,607
bcdj,26,6525
bcea,25,6424
bceb,72,5771
bcec,37,2336
bced,38,4637
bcee,2,3701
bcef,74,2373
bceg,37,3736
bceh,14,8913
bcei,93,1792
bcej,17,5016
bcfa,8,3107
bcfb,27,7926
bcfc,60,3959
bcfd,33,4032
bcfe,36,435
bcff,37,3336
bcfg,79,6178
bcfh,65,1864
bcfi,31,830
bcfj,29,2528
bcga,68,9367
bcgb,63,8362
bcgc,83,6582
bcgd,34,4033
bcge,94,2493
bcgf,18,3317
bcgg,8,1107
bcgh,30,7129
bcgi,23,2522
bcgj,15,1714
bcha,56,3655
bchb,99,5298
bchc,86,7485
bchd,44,2343
bche,37,9936
bchf,88,1187
bchg,69,1068
bchh,25,24
bchi,53,6452
bchj,61,2860
bcia,93,1392
bcib,61,9560
bcic,40,7139
bcid,52,5351
bcie,45,9944
bcif,75,7574
bcig,40,5039
bcih,23,6122
bcii,91,5790
bcij,71,5870
bcja,3,5002
bcjb,10,1509
bcjc,85,584
bcjd,85,1584
bcje,44,5543
bcjf,30,9429
bcjg,54,1253
bcjh,51,6650
bcji,60,6559
bcjj,76,3775
bdaa,65,8364
bdab,67,6566
bdac,27,5426
bdad,51,5850
bdae,10,8909
bdaf,15,1714
bdag,38,7037
bdah,79,9978
bdai,91,8090
bdaj,42,9841
bdba,91,9190
bdbb,83,9482
bdbc,2,9401
bdbd,30,6329
bdbe,86,1185
bdbf,46,9345
bdbg,5,3904
bdbh,26,6225
bdbi,20,1819
bdbj,47,6046
bdca,48,8447
bdcb,75,3174
bdcc,57,7556
bdcd,32,9031
bdce,59,4758
bdcf,100,3099
bdcg,13,4812
bdch,65,2364
bdci,50,9749
bdcj,72,1371
bdda,40,6139
bddb,66,4465
bddc,90,4289
bddd,18,7917
bdde,16,315
bddf,52,9551
bddg,32,9631
bddh,5,3704
bddi,82,5881
bddj,22,7721
bdea,47,3546
bdeb,72,5071
bdec,56,3555
bded,100,9299
bdee,2,1401
bdef,42,4741
bdeg,46,8645
bdeh,58,1657
bdei,67,966
bdej,17,6816
bdfa,4,7703
bdfb,14,9413
bdfc,91,9990
bdfd,12,1611
bdfe,97,4796
bdff,2,1101
bdfg,11,4710
bdfh,9,9608
bdfi,66,3465
bdfj,12,811
bdga,81,980
bdgb,57,5956
bdgc,30,1629
bdgd,22,1621
bdge,75,3874
bdgf,45,1944
bdgg,73,1172
bdgh,58,9857
bdgi,2,2001
bdgj,54,7053
bdha,80,7579
bdhb,48,5547
bdhc,78,8477
bdhd,35,1134
bdhe,99,1198
bdhf,79,9878
bdhg,28,2227
bdhh,44,9843
bdhi,88,7887
bdhj,94,3193
bdia,61,6660
bdib,43,1942
bdic,59,8958
bdid,3,3002
bdie,55,3554
bdif,55,3754
bdig,4,4103
bdih,17,4616
bdii,64,3363
bdij,69,7568
bdja,81,1780
bdjb,96,695
bdjc,26,3525
bdjd,10,3409
bdje,17,2316
bdjf,52,3751
bdjg,6,1705
bdjh,90,3489
bdji,9,3608
bdjj,59,58
beaa,95,6894
beab,88,1187
beac,6,5605
bead,72,5371
beae,75,8674
beaf,5,6804
beag,2,1601
beah,2,901
beai,100,2999
beaj,41,5840
beba,48,447
bebb,12,6011
bebc,84,7783
bebd,6,9405
bebe,15,9014
bebf,90,7689
bebg,61,3160
bebh,70,9469
bebi,58,8657
bebj,24,6523
beca,39,7038
becb,90,6789
becc,71,3570
becd,16,6915
bece,51,6550
becf,87,5886
becg,67,666
bech,9,4608
beci,28,5727
becj,75,4274
beda,67,4666
bedb,75,8974
bedc,15,1814
bedd,73,272
bede,46,4345
bedf,41,6840
bedg,29,3428
bedh,100,2299
bedi,94,4093
bedj,80,2779
beea,40,8139
beeb,41,4540
beec,44,5143
beed,75,2274
beee,99,298
beef,58,4157
beeg,16,6315
beeh,59,3458
beei,27,3626
beej,26,1325
befa,34,6333
befb,17,7016
befc,15,8114
befd,4,9903
befe,32,3931
beff,66,4665
befg,42,2141
befh,98,4597
befi,74,9273
befj,22,4221
bega,73,8872
begb,92,291
begc,96,3195
begd,87,686
bege,16,6915
begf,93,3892
begg,79,3878
begh,44,343
begi,44,2543
begj,72,7971
beha,76,9475
behb,84,683
behc,13,2512
behd,19,4618
behe,10,9309
behf,11,2810
behg,28,5127
behh,26,5625
behi,21,2620
behj,54,8753
beia,51,6950
beib,6,5305
beic,23,2122
beid,17,1416
beie,9,5208
beif,54,6053
beig,34,2433
beih,2,3701
beii,52,651
beij,59,8058
beja,23,7922
bejb,76,5875
bejc,51,8350
bejd,70,7469
beje,14,2913
bejf,66,5265
bejg,15,7714
bejh,92,6791
beji,62,1961
bejj,58,257
bfaa,63,4762
bfab,37,1436
bfac,93,7292
bfad,27,3626
bfae,7,2406
bfaf,3,6602
bfag,89,2788
bfah,34,7533
bfai,80,8579
bfaj,9,5408
bfba,39,2638
bfbb,82,1881
bfbc,14,713
bfbd,61,4760
bfbe,98,3297
bfbf,74,2273
bfbg,15,814
bfbh,32,5731
bfbi,28,2327
bfbj,18,7817
bfca,42,141
bfcb,50,249
bfcc,45,44
bfcd,92,8491
bfce,72,4071
bfcf,10,9309
bfcg,58,3757
bfch,86,1785
bfci,1,6100
bfcj,71,2070
bfda,43,2042
bfdb,15,7214
bfdc,7,3506
bfdd,88,5687
bfde,94,7193
bfdf,65,2264
bfdg,90,2289
bfdh,82,9981
bfdi,98,9797
bfdj,69,868
bfea,91,5390
bfeb,36,2435
bfec,50,2749
bfed,56,2455
bfee,49,3548
bfef,99,2398
bfeg,30,4729
bfeh,15,714
bfei,82,4481
bfej,57,7056
bffa,32,8531
bffb,24,4623
bffc,58,3657
bffd,28,4927
bffe,67,9466
bfff,81,4080
bffg,37,4236
bffh,76,9575
bffi,66,5865
bffj,89,6688
bfga,46,1645
bfgb,61,4260
bfgc,55,254
bfgd,4,1503
bfge,48,9947
bfgf,48,7447
bfgg,68,3767
bfgh,89,8588
bfgi,30,7429
bfgj,65,3564
bfha,9,5808
bfhb,20,2819
bfhc,53,2352
bfhd,10,4909
