bdfg,5,1,8,8,2,3
agfe,2,7,3,2,8,2
jaee,4,3,2,1,8,6
eaib,5,6,8,8,5,5
cehc,1,9,7,6,8,1
jdde,8,6,3,2,8,4
ebbi,3,2,1,1,1,1
befe,6,9,7,1,4,6
hgcb,5,3,1,8,8,4
aifj,2,2,6,7,5,7
bgeg,7,3,5,9,2,8
ffig,8,5,6,7,7,1
dfej,8,1,9,8,3,3
ggci,5,2,7,1,5,1
hbfj,3,8,5,5,6,4
didb,7,6,2,1,5,2
fhfh,8,8,1,4,8,9
bajg,1,5,9,1,6,6
dijb,8,9,6,8,4,9
dbjj,5,4,3,7,6,5
eaee,6,8,2,5,9,2
ijbc,8,6,7,1,1,6
caig,5,8,3,7,8,4
hggj,9,4,4,4,2,5
bbej,7,7,2,8,9,4
jfjb,7,8,4,8,8,1
ahba,8,7,1,4,1,6
dbad,3,9,3,5,3,6
dfhi,5,7,4,7,6,3
dfad,9,9,6,7,2,3
fcjd,5,4,7,6,4,5
ebfj,6,1,6,8,6,6
abcb,9,1,5,9,6,9
jbad,4,7,6,9,3,6
dfid,5,3,9,6,9,9
ecdj,5,7,3,9,8,7
agfh,4,7,1,6,9,4
dheb,5,8,9,6,7,8
eaji,5,6,4,8,6,6
dhda,3,7,3,4,2,6
icdi,1,4,2,6,1,8
jahe,3,5,9,3,1,2
cjje,7,1,4,1,3,4
hjbe,8,8,7,1,7,1
djag,3,6,5,3,4,5
jage,4,8,2,5,4,9
cedc,1,7,6,9,1,8
fdac,4,4,1,6,1,2
jfcg,9,2,8,5,4,1
acbd,2,3,4,9,6,4
aiaf,1,2,6,2,2,1
ghjf,6,4,2,8,4,1
bcif,9,8,3,6,9,5
ijee,7,3,8,9,4,9
ebjc,5,7,9,9,9,8
hgfc,4,8,3,6,8,5
djej,8,5,9,4,7,3
ejjc,7,6,9,8,8,8
affe,5,8,7,5,9,6
ifhf,3,3,8,7,1,7
afhd,8,7,5,1,6,5
babd,2,8,1,1,2,3
cbji,3,2,2,7,3,6
bfdh,8,9,3,1,4,5
ighc,7,2,8,3,4,6
ecdi,8,1,3,4,9,5
cggf,6,2,7,1,8,7
bjcj,4,7,6,2,3,5
hddb,8,6,2,7,2,9
gbee,9,5,6,2,5,7
gjgi,1,2,8,9,1,4
cgcf,8,5,3,3,1,6
cica,2,1,6,3,9,9
gajj,7,7,5,1,8,3
iiea,9,9,1,3,2,3
adcj,5,3,7,6,2,8
djbc,5,6,1,2,9,2
bgjb,2,3,7,4,6,2
edbi,8,8,8,3,7,7
begg,8,5,9,6,9,6
gjbj,7,6,4,2,2,9
bbjd,6,8,8,8,8,4
jdia,5,7,3,5,6,5
jicf,8,7,4,3,9,2
adic,6,7,3,3,6,1
cdda,4,6,6,5,6,2
fdge,7,1,9,4,2,6
bidh,6,7,9,5,1,2
ceec,1,1,7,7,6,9
fidi,8,6,4,1,8,9
edig,4,3,8,9,8,7
efdb,7,1,5,3,1,1
gdhf,8,1,5,5,4,6
cagj,1,3,8,4,9,6
bfhh,4,9,1,6,7,2
fecf,9,8,2,1,4,2
hgdh,4,6,5,3,8,7
jbfi,8,4,7,4,1,8
cejd,5,3,5,6,4,9
jcgc,6,3,4,1,2,7
baii,1,7,6,2,9,5
ieid,2,3,1,5,9,3
cgch,2,2,9,7,2,6
jicj,5,2,6,1,7,5
jhad,5,1,9,3,1,6
gfej,8,7,7,4,8,3
afcb,7,6,1,5,1,7
fgfh,2,7,9,5,8,8
fhdi,4,3,9,3,4,9
eece,8,3,8,8,1,8
bghg,1,7,4,2,3,1
idgi,9,7,7,9,6,6
diaf,3,4,8,4,3,9
afac,9,5,9,4,4,9
igeb,7,3,4,8,8,6
hdad,9,7,4,7,7,8
bacf,5,8,9,7,5,4
jace,9,5,4,7,9,7
cceb,4,7,1,9,2,2
fbjb,4,9,5,7,2,4
bbfd,6,6,1,4,6,2
ajjh,2,4,2,4,3,2
ejfb,5,9,9,9,3,9
cgcb,7,4,1,8,4,5
fdcd,8,4,1,5,2,7
bgji,6,9,7,6,7,3
ddbg,9,2,4,4,8,6
hhbh,7,7,4,2,3,6
dejh,5,4,7,3,1,3
edje,9,4,1,1,8,2
gcab,9,4,7,1,8,8
ghfa,5,7,1,7,1,2
hfea,1,3,8,4,2,6
dbab,6,4,5,6,2,2
gcib,7,8,5,3,6,6
ccai,4,1,2,8,6,6
iidj,6,5,6,1,8,7
gdbb,6,1,3,9,4,7
ihde,7,7,2,5,7,7
idfj,9,5,5,8,6,6
heif,2,6,3,9,3,2
chcj,2,7,8,6,9,7
ghfc,1,2,5,8,4,8
ieab,2,6,6,4,6,4
ddij,9,8,5,9,5,7
afda,7,8,1,6,7,5
gdej,5,6,7,8,3,2
jehb,6,8,1,3,9,7
bgid,2,3,5,8,8,3
gceh,4,9,9,8,5,1
fjgj,4,3,2,7,2,8
fheb,4,9,5,6,7,8
dbah,3,7,7,4,3,4
iagh,9,6,9,9,8,1
bjbe,5,3,6,3,7,7
hjfa,7,6,2,7,5,3
bahd,2,7,4,8,2,5
eaic,9,3,1,4,3,4
ejeh,6,7,2,7,1,1
caac,9,7,3,2,4,6
aeej,7,7,8,3,4,7
iihi,9,2,3,4,6,4
bicb,1,4,7,9,8,8
aihe,4,3,9,2,1,2
jjga,2,1,9,5,4,7
dadj,1,7,5,9,3,9
fjii,3,5,4,4,2,2
jgfb,1,9,4,3,2,9
bgia,9,6,7,8,7,5
bhej,8,4,6,1,8,6
ehib,6,4,8,3,4,8
jegh,8,4,6,6,4,5
ieaa,9,3,2,8,9,8
fbgh,7,1,9,9,4,7
chaa,6,9,1,7,9,1
gdfh,7,1,6,3,6,8
djjb,1,6,8,3,2,1
fhah,3,3,8,7,2,3
cjbe,3,7,9,1,4,1
cacd,6,5,4,9,5,1
bfgj,2,4,2,5,8,6
hidj,8,7,6,8,6,1
baaa,1,1,9,3,2,9
jcab,7,3,5,8,9,9
iieh,2,2,3,4,5,4
ffei,6,1,4,4,4,6
dibh,2,5,2,5,4,8
ajgb,8,7,4,3,1,2
igef,4,7,2,9,4,6
eefi,4,3,4,1,6,3
bfgf,8,2,7,1,3,3
jjbe,5,7,8,5,7,9
aifh,8,6,4,1,8,3
agaf,1,5,6,5,3,3
hbae,6,9,9,7,8,4
hicd,8,3,6,9,1,6
gggb,9,1,6,2,9,1
haag,4,2,8,2,2,6
caja,9,8,5,3,1,1
idhb,8,5,1,6,8,7
defd,8,7,3,9,3,7
hecj,5,2,2,4,4,8
ibga,5,8,3,5,4,9
ahii,7,9,3,8,3,8
bcgg,6,8,4,8,5,6
hfci,4,1,5,6,4,2
fhjc,2,1,5,7,4,6
cgag,8,9,3,6,8,7
gehf,5,9,3,4,2,5
ajbd,1,7,6,3,1,2
jgia,9,8,7,6,6,2
bicj,3,1,1,3,2,2
cdcb,8,7,5,8,6,7
hddg,8,7,7,1,7,7
hhbe,5,4,2,2,1,4
diig,4,4,5,2,5,7
bahi,7,4,5,1,3,5
hhdi,5,8,5,6,9,9
bihh,7,4,3,4,2,4
bicg,5,9,9,2,1,2
jihj,9,3,1,2,4,7
afbi,1,7,6,2,4,9
iiif,7,3,7,3,4,2
ghad,2,1,5,4,4,3
heci,3,7,2,6,4,5
adda,2,7,6,8,7,6
hajh,5,9,4,2,9,4
ajhb,5,8,7,3,4,3
adjf,4,2,8,8,1,5
fhfd,7,4,9,1,7,7
jaec,3,4,5,2,6,9
ahdj,7,7,4,9,4,1
hjhi,5,4,9,6,6,4
cidf,7,3,6,5,9,1
ffha,9,6,4,8,2,5
ffah,1,5,7,1,6,9
jgbd,8,3,9,4,3,7
dfbj,6,6,8,7,1,2
hefb,1,9,5,9,8,4
idae,9,7,3,2,7,4
gihe,8,2,3,5,7,4
cdbj,1,5,7,8,5,3
hchg,3,2,5,4,7,7
egji,3,8,6,3,7,7
hgdc,9,2,8,1,3,4
icef,3,3,3,9,1,9
djgd,2,1,8,3,8,7
abhb,1,7,3,9,4,5
cied,8,9,6,3,2,8
jjci,5,5,5,5,6,8
afjd,5,9,8,7,4,4
bbjc,4,7,2,3,2,4
igee,8,2,8,4,8,3
jefi,6,6,7,8,7,8
djfj,7,9,1,7,1,8
ghdc,6,8,9,7,4,9
jdda,3,5,6,1,1,4
dcff,1,1,4,7,5,6
dadc,2,2,8,1,4,1
aabj,5,8,2,2,5,9
fecb,3,9,7,8,5,1
babb,4,1,1,5,8,6
diee,3,5,6,7,9,8
aaac,5,3,8,6,5,1
aeic,8,3,9,8,8,9
aicf,8,8,5,8,4,2
aefc,7,6,1,8,8,2
bigh,1,6,5,7,1,8
fgdb,1,2,3,8,2,7
badd,3,5,9,3,7,4
cjbi,9,4,9,5,2,6
bcff,6,8,8,3,4,4
abcg,5,1,7,6,1,3
afhh,7,2,2,2,4,3
cech,9,5,2,6,9,2
jgbf,7,5,5,7,5,3
dbaa,4,1,6,2,8,9
hacj,1,4,4,6,1,5
jjhe,5,5,3,9,2,6
chij,3,3,5,5,9,9
hicc,6,2,9,2,3,5
fbba,1,5,9,8,4,5
jdcc,3,6,1,1,9,9
agba,4,3,2,2,6,6
iidc,6,8,3,9,5,6
fjjj,7,8,2,2,2,9
aeah,3,2,8,5,1,1
jhag,3,1,1,4,7,4
gajc,5,6,6,2,3,2
iafb,1,7,3,1,6,9
icge,9,3,9,3,2,2
gdca,2,7,5,6,1,4
igje,8,3,3,7,3,6
fhde,8,5,3,5,5,7
cjii,1,4,9,2,8,5
acgf,7,5,3,8,8,2
fedg,5,4,5,6,5,8
daje,7,9,5,3,9,4
fach,3,8,6,3,2,9
cebj,7,2,7,6,7,2
ibch,1,6,6,9,3,1
gdie,7,9,7,1,5,7
cahe,3,7,4,5,2,8
jgdi,2,9,1,3,9,8
iahe,4,5,4,8,1,6
jijg,8,6,6,1,7,7
hdie,9,2,7,6,6,7
jjcd,2,3,3,5,5,6
gfab,6,2,6,5,7,9
hjje,6,8,8,9,7,2
aeac,4,1,3,2,9,9
aiaj,6,8,8,4,3,1
fgcj,1,8,2,5,2,3
afce,2,4,2,8,4,4
ejid,3,3,7,1,2,2
cabd,8,4,2,9,8,1
jcfd,1,5,8,9,2,5
ebcf,8,8,5,2,4,9
hheh,5,2,9,4,8,3
bcec,7,8,6,2,7,3
gijb,3,4,6,1,3,4
hjad,3,2,4,2,6,4
gghi,8,3,5,5,6,6
ajig,8,7,2,5,3,8
ahah,5,4,3,9,6,7
bhjf,7,7,8,9,2,2
gija,5,7,5,3,8,7
fgfc,4,3,8,9,7,8
befj,6,8,9,8,2,6
ehbc,8,8,8,4,5,3
jbgd,2,6,2,5,5,4
cgce,6,5,5,3,9,2
edcd,3,5,5,4,4,7
agjg,4,7,6,9,7,3
jjaj,7,7,7,4,8,6
ddfg,8,5,8,1,2,2
gbai,7,2,9,3,1,4
hjae,5,1,5,3,1,2
dhfi,1,6,5,8,3,1
cacb,8,2,2,8,4,7
beef,4,3,7,5,9,4
faae,8,7,1,7,8,9
igea,2,3,2,3,5,9
cjgj,5,8,8,8,2,8
ijch,4,4,9,5,5,4
ebha,5,8,6,6,3,2
ejhc,8,9,8,1,1,7
hcia,3,5,8,6,8,4
aicc,6,4,4,5,4,6
bhca,2,1,5,8,5,4
aagj,7,8,7,5,8,8
ggce,6,6,5,9,7,7
achj,9,8,1,1,7,6
ibhe,9,2,8,3,5,8
iafh,4,3,4,5,6,4
debd,6,3,3,1,6,7
beah,7,3,9,1,5,3
geie,2,9,5,4,4,5
iahf,7,1,7,7,4,6
cifg,3,4,1,5,6,5
acah,5,9,3,8,6,1
hcdj,1,4,8,9,9,3
eeia,7,6,3,9,5,6
efca,1,5,7,1,3,8
hicg,8,1,1,1,6,6
gjcg,8,3,7,2,8,8
aebd,1,8,3,8,8,3
ffga,7,8,9,9,9,5
djda,3,9,2,9,4,8
fgai,2,7,9,4,1,7
ifib,4,3,2,3,7,6
gibc,2,8,3,1,6,8
bhac,1,2,2,2,2,3
ihgi,3,4,2,9,6,6
ihib,9,2,9,4,3,7
jbia,2,5,5,1,9,9
eeeg,3,9,5,5,2,3
jcgf,5,2,6,7,1,3
aded,5,5,8,2,7,2
bgah,7,5,3,6,2,2
haej,3,9,9,5,4,1
hdhb,2,6,8,3,6,7
agfb,8,7,3,2,4,5
dhgi,9,6,5,8,1,6
fcbj,9,3,2,3,3,4
bchf,5,2,1,3,2,3
eehf,5,8,4,1,2,5
ecab,9,5,7,4,2,5
aajc,9,3,8,5,4,8
ghde,3,7,9,2,1,1
fjcb,9,8,1,8,1,8
aafc,4,9,9,8,1,7
ahfd,5,4,5,5,4,2
dafc,5,8,7,8,1,2
bbfa,4,4,7,4,5,5
bbga,4,6,8,2,9,3
bhfc,4,2,6,6,8,5
fefd,8,9,8,9,5,9
ehah,9,7,1,6,7,6
ijib,2,6,9,9,3,9
beha,3,6,9,9,6,3
icdh,3,7,8,3,4,3
hdfe,1,7,1,7,6,2
hdah,2,5,9,3,6,5
acig,8,1,2,4,9,7
cjbf,8,6,3,7,5,2
cihd,5,5,5,8,8,9
caed,1,5,4,3,2,1
jgjf,2,9,5,9,8,1
jadd,6,1,5,7,7,1
cdei,1,7,6,9,5,2
heih,4,2,8,1,7,4
adaj,6,3,5,2,7,9
ghbe,2,4,7,8,9,5
cici,4,5,8,8,6,7
cffi,9,7,9,8,9,4
jbfg,2,7,8,6,2,3
ciha,1,9,7,3,8,4
jdca,3,9,6,5,4,4
afha,6,9,7,1,9,5
fbdb,7,6,6,8,1,6
ffec,2,4,2,1,4,9
bcdd,2,6,6,6,3,7
agie,8,1,6,9,7,7
jcfj,4,7,5,3,3,6
bagf,8,8,4,5,4,7
abcd,1,3,3,9,4,4
agec,6,6,3,5,3,8
bjji,9,5,7,7,6,6
adaa,4,5,5,6,6,3
dfgh,8,1,2,8,3,3
dhhc,1,8,6,7,9,7
igcb,7,3,4,3,7,3
haeh,1,3,9,8,2,2
cehi,2,4,3,7,2,5
hhfe,7,3,9,4,7,9
aeif,5,3,9,9,3,8
cejc,2,8,5,1,6,8
jfjj,7,5,8,4,4,9
gbaa,1,4,9,9,5,4
ggbi,3,1,5,7,9,6
beci,8,6,9,4,2,9
bcje,2,9,6,4,6,4
hdab,7,3,3,1,2,7
fhdf,3,1,6,8,7,1
acie,5,3,8,7,7,7
jhdi,6,1,3,2,5,6
ejdh,7,3,5,7,5,1
bidc,1,6,1,8,1,2
dfai,1,5,5,2,5,5
gagi,7,7,4,5,8,5
bbjb,5,4,3,2,9,6
hdei,9,4,2,2,8,8
bffj,6,7,1,3,5,5
ffih,5,5,4,3,4,4
ecdc,6,7,7,2,1,6
ecbj,4,9,2,5,4,5
jeij,1,1,3,5,5,5
jbeh,3,3,5,6,4,3
jigf,8,9,4,1,2,4
dbhg,7,4,2,2,6,2
ifac,5,9,8,7,3,3
jhie,4,5,1,5,7,6
efci,3,4,6,8,5,2
bddd,2,5,7,9,7,9
igcc,6,1,1,5,2,7
adgd,6,2,4,7,8,9
hjij,6,8,1,7,2,8
jahj,9,5,5,9,8,8
jcee,7,6,3,2,3,8
jcge,4,5,2,6,8,1
gfed,7,5,5,4,6,1
abig,9,9,2,6,8,5
cigc,8,9,1,9,4,8
cgac,1,4,2,9,2,6
dhaf,2,5,2,7,1,1
abaf,8,1,2,1,1,5
ahcg,7,4,6,1,9,9
gefg,5,8,8,3,4,5
dhbc,7,2,2,5,2,3
jiif,6,8,3,2,9,8
gcfd,7,4,4,2,4,2
jdhf,1,1,7,1,5,3
jhfd,9,9,2,1,7,9
aihh,5,2,4,5,5,3
jafi,3,5,4,5,4,8
fhdc,9,1,1,9,6,8
bici,2,5,4,5,1,1
ffdc,3,5,4,4,8,8
jcha,8,4,5,4,1,7
bchh,3,4,3,6,9,2
debb,6,7,5,3,1,5
cgdi,5,1,1,5,5,7
cafc,3,3,7,1,8,8
ejbi,5,1,3,2,8,2
cije,5,4,1,1,2,4
cjfd,8,8,3,5,5,3
dbcg,1,8,8,4,4,6
jjbi,3,8,2,2,2,1
bcfj,2,7,2,7,3,3
biei,7,3,2,4,9,3
jcib,5,8,7,3,7,5
ecae,9,3,2,2,7,9
bdhe,1,6,6,1,3,2
ajih,2,5,6,7,9,4
dfei,8,6,9,1,5,2
agdj,5,3,2,7,4,6
gedb,2,7,7,3,7,9
gbgb,2,6,7,4,4,6
ejdi,1,6,1,4,9,8
jaed,8,5,2,4,3,3
jigg,5,6,5,4,6,4
eaed,6,3,3,9,1,5
bdag,7,4,5,5,4,5
iifj,4,9,3,4,5,9
eacd,5,5,5,9,9,7
faci,6,6,1,2,8,3
ajjd,4,5,2,3,2,7
djaj,6,4,4,7,4,8
ffaj,9,2,6,2,6,8
igid,7,1,9,6,1,4
eibb,3,4,5,2,5,1
ghgd,5,4,4,1,6,7
jjhd,9,3,1,4,2,4
fgji,5,5,9,2,2,6
ifgi,3,8,4,4,4,7
eehd,9,9,3,3,1,5
hafb,2,6,3,7,1,2
dccb,5,3,6,6,6,1
dejb,9,7,8,1,5,6
gfag,9,2,5,1,7,9
chhd,9,8,8,5,8,7
faeb,9,3,6,1,5,6
ebai,1,8,7,4,6,4
jjeg,9,8,2,1,6,6
dbhf,1,9,7,1,3,8
hcih,8,9,9,4,6,7
ccbj,4,8,2,6,7,3
gbfe,4,2,4,7,4,1
afge,7,3,7,2,8,7
fafb,4,7,4,7,7,2
gfea,9,9,1,2,7,8
gace,7,4,6,2,8,1
geee,4,8,7,8,5,1
jgeb,8,2,2,9,8,7
ggge,3,6,4,9,9,1
gdia,6,1,5,3,8,4
febf,1,4,5,4,3,3
ggei,1,6,7,2,2,8
dfbg,5,1,9,6,8,2
ffba,2,5,9,6,8,9
abcc,7,1,7,3,7,4
aggh,4,3,2,2,2,5
jigi,9,3,8,6,6,2
fdeh,9,3,1,4,5,3
jcga,6,5,5,2,9,4
heeg,4,3,4,5,5,3
ccci,6,7,3,8,4,9
degi,5,9,4,1,9,2
ifgc,9,6,2,4,5,5
ehab,2,9,5,8,8,9
gfde,1,1,4,9,2,7
fiea,9,2,2,4,8,6
jbdc,9,1,8,5,5,1
adij,6,9,6,9,3,7
dfdb,2,7,6,1,4,2
iigh,1,6,5,5,2,3
abib,2,8,8,2,2,8
hcfh,2,4,4,9,8,8
iagc,2,9,6,8,6,6
jhbh,2,3,6,3,1,5
accf,7,9,8,6,8,1
hcgd,5,3,5,5,3,6
fbai,9,3,9,5,4,1
hbhg,7,7,4,6,1,8
dhig,9,5,5,7,4,2
icib,1,9,2,5,9,7
bfci,7,4,9,6,2,6
ahig,1,3,6,2,3,7
gigf,8,1,7,2,8,6
bebi,2,3,3,4,8,4
hbdd,5,5,4,7,9,2
bgca,1,9,2,6,6,1
eihg,4,8,6,1,1,1
fhjf,4,8,5,9,3,5
high,8,8,2,6,6,8
djeh,6,8,7,5,3,5
cbic,3,9,3,3,6,8
gaaa,3,5,4,9,6,8
fhgd,1,7,1,4,1,7
fgbe,4,4,5,8,5,2
icdd,6,2,4,3,4,1
dgdb,8,2,7,8,8,8
hcdc,3,4,2,8,9,3
gide,8,7,7,2,1,1
degd,8,4,2,3,3,8
ejdb,5,6,7,5,6,5
hccc,6,4,2,2,1,5
iaaf,9,6,1,7,9,8
fjge,7,9,4,6,6,6
acea,6,7,1,6,6,4
biig,4,2,6,5,9,3
hfch,7,5,2,6,9,8
ccfe,6,6,1,6,4,9
ecbe,8,9,6,6,1,4
fbje,5,6,1,9,4,8
baec,7,2,6,2,1,2
ffhj,1,3,1,8,8,6
agdd,7,1,3,1,5,4
jgfg,5,7,8,8,6,2
icgg,5,8,3,7,2,6
afhe,9,7,3,1,4,1
bdce,5,8,9,1,2,9
acgb,8,8,6,2,4,7
ibjg,1,7,4,7,7,2
chdc,2,8,3,8,4,9
bdfd,1,9,4,4,3,3
iaff,5,8,1,4,1,4
egch,7,7,3,5,6,1
ahfh,3,1,3,8,5,8
dfdj,6,6,9,1,7,9
ghaa,4,2,4,8,9,2
jcad,7,9,3,7,2,5
djfa,3,8,4,8,7,9
cjde,2,8,6,3,2,2
dhcj,6,6,2,9,8,2
egee,2,2,9,5,7,4
ifif,8,9,2,4,5,1
bgfa,9,8,3,3,4,2
dacf,6,5,5,5,7,8
gjii,7,3,7,6,4,4
ghef,3,8,7,6,1,4
eagh,8,3,4,2,7,7
cfgi,7,7,3,3,2,3
iibf,4,7,7,1,1,6
gcfa,8,1,6,1,8,7
hajb,6,6,5,4,2,5
ghcf,1,4,4,3,8,7
cbfg,7,4,5,6,2,3
idbg,4,6,1,5,4,4
gjig,4,6,3,1,8,7
dihj,7,8,2,9,2,7
cgie,1,6,7,4,7,3
fibi,3,9,2,8,8,9
gggj,9,1,5,7,3,9
ahda,7,4,8,4,7,2
baib,2,5,9,6,1,2
hdch,4,8,5,6,7,1
ghag,7,4,9,8,2,2
jcci,6,2,7,3,5,6
ggbb,3,6,6,6,1,8
fabj,4,9,5,1,2,1
dcei,3,3,7,7,9,2
hjed,2,5,5,5,2,5
heee,9,8,2,7,2,6
ejha,4,4,6,8,8,9
eage,3,6,4,9,6,6
gdig,4,8,1,9,8,9
jjdi,9,4,2,5,7,5
gfcd,5,9,2,8,8,7
ecac,8,3,7,8,7,5
hhcf,7,7,9,9,9,7
dica,9,4,3,5,8,5
dffa,1,8,5,2,4,7
bceg,5,9,2,6,3,7
baid,9,6,8,5,6,7
dicb,7,7,6,4,8,6
iddi,8,6,8,4,8,5
dach,4,5,9,6,2,7
gaai,1,1,8,6,4,5
jdba,5,1,7,1,1,4
cjha,6,1,1,7,6,4
ciae,5,7,6,8,3,9
igdi,4,3,6,3,4,1
ifjb,2,3,4,5,7,7
hibd,7,3,1,3,8,4
cefd,3,8,8,3,3,2
ddhg,5,1,7,6,4,9
gdad,9,7,3,1,2,7
eehi,5,9,8,6,3,8
afdj,2,1,8,9,5,8
jbbd,1,1,5,1,9,9
bahj,1,7,4,5,8,6
hibg,4,6,4,9,5,3
dgfe,1,1,5,8,3,7
hebd,5,9,8,5,7,2
geih,5,1,5,9,6,7
heie,7,9,9,8,4,8
aahd,7,3,9,7,4,2
iecj,2,8,6,6,2,8
acgh,8,2,5,2,7,9
gdbd,7,6,6,4,1,3
gfcf,6,9,7,4,1,7
cgcd,9,4,1,9,8,9
addc,1,6,2,9,8,4
dieh,7,2,3,6,4,6
gjgd,6,1,2,1,5,6
afah,2,1,9,2,2,9
beej,7,8,5,7,9,9
eejg,7,7,4,3,6,7
gcfc,3,4,3,1,1,9
dcgc,2,9,1,8,9,6
bfie,6,1,6,4,5,4
achh,1,9,6,2,5,8
hdga,3,5,5,1,8,1
icee,4,8,5,9,4,5
ggja,7,4,8,1,1,6
dfhj,1,2,4,1,7,1
jfih,6,7,8,1,4,1
ciig,1,5,6,5,1,5
fbig,6,1,1,4,8,7
ibgd,5,6,4,2,1,6
bhje,2,9,9,5,5,4
hche,4,7,3,1,2,7
bjcc,9,3,4,8,9,6
ahjh,7,4,1,1,7,5
bceh,2,9,6,9,8,3
ghbd,8,1,7,1,3,6
ihda,7,5,1,1,7,2
jdhh,5,7,2,2,3,9
jddf,6,5,8,8,6,6
jdaj,8,1,3,7,8,2
hhba,7,4,5,8,9,2
jffg,4,5,1,8,2,9
cjic,4,6,1,2,7,2
dbdd,4,3,7,1,3,1
hgbi,8,6,6,4,2,1
dfgd,6,2,2,8,7,9
jceb,7,8,5,9,3,7
hheb,1,5,9,8,4,3
hgbh,9,9,8,4,3,1
cbhe,5,1,1,9,2,7
bbbe,7,3,4,1,5,5
fddh,9,7,1,1,1,9
ijdf,7,8,7,5,3,1
jfga,9,9,2,6,5,1
ffaf,4,7,7,7,5,1
fdag,2,7,4,6,1,5
bije,8,9,3,5,3,8
ghec,4,5,7,3,4,6
bbcj,2,2,8,8,1,3
dhbh,4,9,8,3,8,8
cbfc,1,7,7,8,4,9
eihd,1,4,4,1,2,4
becc,6,6,3,7,5,7
bffb,5,9,9,4,8,5
bgjd,3,7,8,6,9,6
cfbf,2,9,5,6,3,8
fjha,3,5,7,6,7,1
ehch,1,3,5,5,9,6
jbdd,9,5,7,9,1,4
adcc,8,8,5,9,4,9
jhch,1,2,1,6,6,5
aabb,1,7,4,7,9,1
ighe,7,9,5,3,6,7
hhfc,8,6,8,6,3,5
ijgb,9,1,1,2,8,2
begd,9,6,8,7,7,2
gcgd,8,7,6,8,2,7
gafh,6,3,2,2,4,1
ghja,8,2,5,8,4,4
ecaj,8,9,4,8,4,3
eidc,8,6,8,4,7,1
bbeb,7,1,7,4,8,7
jjej,5,5,4,2,5,6
ehjg,6,3,6,8,3,9
dhgg,6,3,7,3,2,6
jbea,4,4,7,1,8,1
ghca,6,2,4,5,4,8
fibj,1,8,3,4,4,8
dace,2,1,4,6,7,6
jgii,5,1,7,9,4,7
jiah,2,2,7,2,4,2
eiih,4,7,7,6,8,6
bjhb,9,1,8,6,7,6
cjgd,8,4,6,2,7,6
ccef,4,4,2,1,6,1
ebii,8,8,8,6,5,5
ajba,6,7,7,4,1,7
dhaa,3,6,3,5,8,5
